street_address,city,state,zipCode,latitude,longitude,beds,rent_price/month,listed_date,property_link
"Townhouse for rent - 705 Oconnor Rd UNIT 3, Fairbanks, AK 99701",Fairbanks,AK,99701,64.85622,-147.7241,3,$1750.0,8 days ago,https://www.zillow.com/homedetails/705-Oconnor-Rd-UNIT-3-Fairbanks-AK-99701/2060322241_zpid/
"The Phoenix Apartments - 9 - 2116 Fairbanks St, Anchorage, AK",Anchorage,AK,99503,61.2013,-149.87344,1/2,"$1,250+/$1,400+",,https://www.zillow.com/b/the-phoenix-apartments-8-anchorage-ak-5Y4xrS/
"Townhouse for rent - 2957 Wind Chase Ct, Anchorage, AK 99507",Anchorage,AK,99507,61.167313,-149.82742,3,$2200.0,9 days ago,https://www.zillow.com/homedetails/2957-Wind-Chase-Ct-Anchorage-AK-99507/2110347376_zpid/
"Townhouse for rent - 1320 Wake Forest Way APT 1, Fairbanks, AK 99709",Fairbanks,AK,99709,64.83668,-147.86485,3,$2000.0,3 days ago,https://www.zillow.com/homedetails/1320-Wake-Forest-Way-APT-1-Fairbanks-AK-99709/2091166048_zpid/
"Apartment for rent - 4620 Reka Dr APT B12, Anchorage, AK 99508",Anchorage,AK,99508,61.20415,-149.79498,1,$1250.0,24 days ago,https://www.zillow.com/homedetails/4620-Reka-Dr-APT-B12-Anchorage-AK-99508/10214_zpid/
"Apartment for rent - 401 East 8th Avenue - 4, 401 E 8th Ave, North Pole, AK 99705",North Pole,AK,99705,64.748405,-147.34064,2,$1650.0,18 days ago,https://www.zillow.com/b/401-east-8th-avenue-4-north-pole-ak-B8c6Tm/
"Apartment for rent - 5220 E 24th Ave #D, Anchorage, AK 99508",Anchorage,AK,99508,61.198685,-149.78358,2,$1200.0,17 days ago,https://www.zillow.com/homedetails/5220-E-24th-Ave-D-Anchorage-AK-99508/2059520910_zpid/
"House for rent - 4530 Wright St APT 2, Anchorage, AK 99507",Anchorage,AK,99507,61.17933,-149.82755,2,$1600.0,5 days ago,https://www.zillow.com/homedetails/4530-Wright-St-APT-2-Anchorage-AK-99507/21498_zpid/
"For Rent - 222 W 13th Ave, Anchorage, AK",Anchorage,AK,99501,61.20941,-149.88622,2,"$1,995+",3D Tour,https://www.zillow.com/b/222-w-13th-ave-anchorage-ak-5XkJY8/
"Apartment for rent - 1131 Redoubt Ave #1, Kenai, AK 99611",Kenai,AK,99611,60.57425,-151.27695,3,$1650.0,7 days ago,https://www.zillow.com/homedetails/1131-Redoubt-Ave-1-Kenai-AK-99611/2059246513_zpid/
"House for rent - 105 Cary Ave, North Pole, AK 99705",North Pole,AK,99705,64.75553,-147.35141,4,$2700.0,3D Tour,https://www.zillow.com/homedetails/105-Cary-Ave-North-Pole-AK-99705/74494618_zpid/
"For Rent - 8161B Williwa Ave, Anchorage, AK",Anchorage,AK,99504,61.189304,-149.72763,3,"$2,150+",30 days ago,"https://www.zillow.com/b/Anchorage-AK/61.189304,-149.72763_ll/"
"House for rent - 7330 White Hawk Dr, Anchorage, AK 99507",Anchorage,AK,99507,61.154434,-149.80826,3,$2750.0,11 days ago,https://www.zillow.com/homedetails/7330-White-Hawk-Dr-Anchorage-AK-99507/39985_zpid/
"3523 Hurst Rd - B - 3523 Hurst Rd, North Pole, AK",North Pole,AK,99705,64.76199,-147.28482,0,"$1,000+",,https://www.zillow.com/b/3523-hurst-rd-b-north-pole-ak-9PFd3P/
"House for rent - 8620 W Parks Hwy #10, Wasilla, AK 99623",Wasilla,AK,99623,61.571014,-149.66795,1,$1100.0,14 days ago,https://www.zillow.com/homedetails/8620-W-Parks-Hwy-10-Wasilla-AK-99623/2075208881_zpid/
"Apartment for rent - 1004 Ingra St APT 4, Anchorage, AK 99501",Anchorage,AK,99501,61.21197,-149.86713,2,$1125.0,15 days ago,https://www.zillow.com/homedetails/1004-Ingra-St-APT-4-Anchorage-AK-99501/2093537495_zpid/
"Apartment for rent - Mill Bay Townhomes, 1223 Mill Bay Rd, Kodiak, AK 99615",Kodiak,AK,99615,57.796906,-152.39203,2,$900.0,28 days ago,https://www.zillow.com/b/mill-bay-townhomes-kodiak-ak-9PFJSg/
"Apartment for rent - 1 bed, $1,125, 2620 E 42nd Ave APT 5, Anchorage, AK 99508",Anchorage,AK,99508,61.18235,-149.8317,1,$1125.0,41 days ago,"https://www.zillow.com/b/1-bed,-%241,125-anchorage-ak-5Y54mM/"
"House for rent - 1771 Dallas Dr, North Pole, AK 99705",North Pole,AK,99705,64.761116,-147.33011,3,$2050.0,35 days ago,https://www.zillow.com/homedetails/1771-Dallas-Dr-North-Pole-AK-99705/2084995723_zpid/
"Townhouse for rent - 1576 E St, Anchorage, AK 99501",Anchorage,AK,99501,61.206207,-149.892,3,$2150.0,8 days ago,https://www.zillow.com/homedetails/1576-E-St-Anchorage-AK-99501/3834_zpid/
"Apartment for rent - 2 bed, 900 sqft, $1,495, 825 N Klevin St APT 3, Anchorage, AK 99508",Anchorage,AK,99508,61.23094,-149.80447,2,$1495.0,35 days ago,"https://www.zillow.com/b/2-bed,-900-sqft,-%241,495-anchorage-ak-5Xqt2t/"
"House for rent - 123 Leibrock Cir, Soldotna, AK 99669",Soldotna,AK,99669,60.488655,-151.07654,3,$2400.0,10 days ago,https://www.zillow.com/homedetails/123-Leibrock-Cir-Soldotna-AK-99669/84407711_zpid/
"House for rent - 3645 Knik Ave, Anchorage, AK 99517",Anchorage,AK,99517,61.196903,-149.95392,3,$2700.0,21 days ago,https://www.zillow.com/homedetails/3645-Knik-Ave-Anchorage-AK-99517/2279_zpid/
"Apartment for rent - Turnagain Place Apartments, 2451 W 27th Ave, Anchorage, AK 99517",Anchorage,AK,99517,61.19634,-149.93173,1,$748.0,28 days ago,https://www.zillow.com/b/turnagain-place-apartments-anchorage-ak-9VmFfX/
"Apartment for rent - 2 bed, 700 sqft, $1,295, 2480 Sentry Dr APT 5, Anchorage, AK 99507",Anchorage,AK,99507,61.13496,-149.83484,2,$1295.0,32 days ago,https://www.zillow.com/b/2480-sentry-drive-anchorage-ak-5ZYbrW/
"Apartment for rent - 205 E 12th Ave #1, Anchorage, AK 99501",Anchorage,AK,99501,61.21094,-149.88086,2,$1750.0,34 days ago,https://www.zillow.com/homedetails/205-E-12th-Ave-1-Anchorage-AK-99501/2060977619_zpid/
"House for rent - 478 Steamboat Landing Rd, North Pole, AK 99705",North Pole,AK,99705,64.84623,-147.33163,2,$1900.0,29 days ago,https://www.zillow.com/homedetails/478-Steamboat-Landing-Rd-North-Pole-AK-99705/90663288_zpid/
"House for rent - 3517 Vintage Cir, Anchorage, AK 99517",Anchorage,AK,99517,61.18845,-149.93845,4,$3500.0,21 days ago,https://www.zillow.com/homedetails/3517-Vintage-Cir-Anchorage-AK-99517/25009_zpid/
"545 E. 11th Ave. - 545 E 11th Ave, Anchorage, AK",Anchorage,AK,99501,61.21193,-149.87343,1/3,"$1,295+/$1,895+",,https://www.zillow.com/b/545-e.-11th-ave.-anchorage-ak-9Vm8m4/
"For Rent - 3725 E 43rd Pl, Anchorage, AK",Anchorage,AK,99508,61.182205,-149.81166,1,"$1,830+",43 days ago,https://www.zillow.com/b/3725-e-43rd-pl-anchorage-ak-9VmDWw/
"House for rent - 35722 Sterling Hwy, Sterling, AK 99672",Sterling,AK,99672,60.538174,-150.81541,5,$2500.0,32 days ago,https://www.zillow.com/homedetails/35722-Sterling-Hwy-Sterling-AK-99672/223315673_zpid/
"For Rent - 505 W 2nd Ave, Anchorage, AK",Anchorage,AK,99501,61.220818,-149.8918,1,"$1,600+",43 days ago,https://www.zillow.com/b/505-w-2nd-ave-anchorage-ak-5Y2YRs/
"Townhouse for rent - 1357 Northbluff Dr, Anchorage, AK 99501",Anchorage,AK,99501,61.228775,-149.85672,3,$2500.0,21 days ago,https://www.zillow.com/homedetails/1357-Northbluff-Dr-Anchorage-AK-99501/112345074_zpid/
"House for rent - 22324 Shadowy Spruce Dr, Chugiak, AK 99567",Chugiak,AK,99567,61.422203,-149.44888,4,$3000.0,3D Tour,https://www.zillow.com/homedetails/22324-Shadowy-Spruce-Dr-Chugiak-AK-99567/62582_zpid/
"Apartment for rent - 1587 Primrose St #A, Anchorage, AK 99508",Anchorage,AK,99508,61.206264,-149.8097,3,$1875.0,18 days ago,https://www.zillow.com/homedetails/1587-Primrose-St-A-Anchorage-AK-99508/2060395211_zpid/
"House for rent - 821 P St, Anchorage, AK 99501",Anchorage,AK,99501,61.214413,-149.91165,1,$1395.0,32 days ago,https://www.zillow.com/homedetails/821-P-St-Anchorage-AK-99501/2130028965_zpid/
"House for rent - 6703 Snow Goose Cir, Anchorage, AK 99502",Anchorage,AK,99502,61.1603,-149.96361,3,$2995.0,18 days ago,https://www.zillow.com/homedetails/6703-Snow-Goose-Cir-Anchorage-AK-99502/82589086_zpid/
