street_address,city,state,zipCode,latitude,longitude,beds,sale_price,listed_date,property_link
67023 Thackery St,Mandeville,LA,70471,30.40232,-90.07895,4.0,$320000.0,4 days on Zillow,https://www.zillow.com/homedetails/67023-Thackery-St-Mandeville-LA-70471/96201190_zpid/
1115 Eustis St,Shreveport,LA,71104,32.488403,-93.75375,4.0,$120000.0,3 days on Zillow,https://www.zillow.com/homedetails/1115-Eustis-St-Shreveport-LA-71104/51350680_zpid/
2223 Felicity St,New Orleans,LA,70113,29.942202,-90.08397,4.0,$189000.0,130 days on Zillow,https://www.zillow.com/homedetails/2223-Felicity-St-New-Orleans-LA-70113/148956434_zpid/
70 Chamale Cv #70,Slidell,LA,70460,30.276556,-89.787895,4.0,$215000.0,"$14,000 (Feb 15)",https://www.zillow.com/homedetails/70-Chamale-Cv-70-Slidell-LA-70460/96249131_zpid/
437 Spartan Loop,Slidell,LA,70458,30.243895,-89.78126,4.0,$295000.0,"$5,000 (Jan 7)",https://www.zillow.com/homedetails/437-Spartan-Loop-Slidell-LA-70458/96197096_zpid/
312 Patterson St,Lafayette,LA,70501,30.246862,-92.019005,3.0,$218000.0,13 days on Zillow,https://www.zillow.com/homedetails/312-Patterson-St-Lafayette-LA-70501/294837130_zpid/
1201 Canal St APT 356,New Orleans,LA,70112,29.956402,-90.07335,1.0,$238000.0,6 days on Zillow,https://www.zillow.com/homedetails/1201-Canal-St-APT-356-New-Orleans-LA-70112/148962624_zpid/
5834 Shadowood Dr,Baton Rouge,LA,70812,30.50835,-91.09759,3.0,$219900.0,24 days on Zillow,https://www.zillow.com/homedetails/5834-Shadowood-Dr-Baton-Rouge-LA-70812/251949372_zpid/
1923-D S Brightside View Dr,Baton Rouge,LA,70820,30.385817,-91.18106,2.0,$134900.0,14 hours ago,https://www.zillow.com/homedetails/1923-D-S-Brightside-View-Dr-Baton-Rouge-LA-70820/2059084643_zpid/
206 Ashley Ave,Rayville,LA,71269,32.465626,-91.76541,3.0,$74900.0,4 days on Zillow,https://www.zillow.com/homedetails/206-Ashley-Ave-Rayville-LA-71269/236333416_zpid/
229 Glenwood Dr,Houma,LA,70363,29.589485,-90.69509,3.0,$164000.0,"$10,900 (Feb 15)",https://www.zillow.com/homedetails/229-Glenwood-Dr-Houma-LA-70363/77755008_zpid/
153 Sanford Ln,West Monroe,LA,71291,32.529606,-92.235634,3.0,$320000.0,4 days on Zillow,https://www.zillow.com/homedetails/153-Sanford-Ln-West-Monroe-LA-71291/92512236_zpid/
647 Deer Park Rd,Vidalia,LA,71373,31.426243,-91.56442,3.0,$69900.0,"$5,000 (Feb 16)",https://www.zillow.com/homedetails/647-Deer-Park-Rd-Vidalia-LA-71373/232936591_zpid/
43162 Highway 38,Franklinton,LA,70438,30.929886,-90.16822,4.0,$299000.0,2 days on Zillow,https://www.zillow.com/homedetails/43162-Highway-38-Franklinton-LA-70438/106199345_zpid/
4318 Pleasant Dr,Lake charles,LA,70605,30.17937,-93.22862,3.0,$205000.0,293 days on Zillow,https://www.zillow.com/homedetails/4318-Pleasant-Dr-Lake-Charles-LA-70605/77598508_zpid/
1805 N Claiborne St,Sulphur,LA,70663,30.258987,-93.38831,3.0,$180000.0,22 days on Zillow,https://www.zillow.com/homedetails/1805-N-Claiborne-St-Sulphur-LA-70663/91778399_zpid/
100 Terra Ave,Alexandria,LA,71303,31.272919,-92.50004,3.0,$205000.0,20 days on Zillow,https://www.zillow.com/homedetails/100-Terra-Ave-Alexandria-LA-71303/77706946_zpid/
909 Rosedown Ln,Lafayette,LA,70503,30.15421,-92.0745,4.0,$265000.0,33 days on Zillow,https://www.zillow.com/homedetails/909-Rosedown-Ln-Lafayette-LA-70503/77647798_zpid/
27651 Lakeview Dr,Walker,LA,70785,30.468666,-90.8842,4.0,$375000.0,6 days on Zillow,https://www.zillow.com/homedetails/27651-Lakeview-Dr-Walker-LA-70785/299430543_zpid/
3582 Pine Knolls Dr,Sulphur,LA,70663,30.314114,-93.34985,4.0,$397000.0,"$32,900 (Nov 28)",https://www.zillow.com/homedetails/3582-Pine-Knolls-Dr-Sulphur-LA-70663/81666556_zpid/
823 W Claude St,Lake charles,LA,70605,30.187096,-93.23408,3.0,$235000.0,"$5,000 (Jan 18)",https://www.zillow.com/homedetails/823-W-Claude-St-Lake-Charles-LA-70605/77593948_zpid/
1010 Simon Angelle Rd,Arnaudville,LA,70512,30.383018,-91.91281,3.0,$390000.0,1 day on Zillow,https://www.zillow.com/homedetails/1010-Simon-Angelle-Rd-Arnaudville-LA-70512/106154109_zpid/
13081 Cypress Swamp Dr,Geismar,LA,70734,30.256645,-91.00152,3.0,$395000.0,4 days on Zillow,https://www.zillow.com/homedetails/13081-Cypress-Swamp-Dr-Geismar-LA-70734/108594167_zpid/
1216 Sere St,New Orleans,LA,70122,29.993391,-90.08227,4.0,$439000.0,5 days on Zillow,https://www.zillow.com/homedetails/1216-Sere-St-New-Orleans-LA-70122/148984419_zpid/
3111 Turkey Creek Cir,Haughton,LA,71037,32.49835,-93.51047,4.0,$269500.0,24 days on Zillow,https://www.zillow.com/homedetails/3111-Turkey-Creek-Cir-Haughton-LA-71037/109789176_zpid/
1005 A Courville Rd,Saint Martinville,LA,70582,30.212912,-91.706505,5.0,$259000.0,"$16,000 (Feb 19)",https://www.zillow.com/homedetails/1005-A-Courville-Rd-Saint-Martinville-LA-70582/106153267_zpid/
61900 Shady Pine Rd,Lacombe,LA,70445,30.327623,-89.90677,3.0,$379000.0,"$9,000 (Jan 17)",https://www.zillow.com/homedetails/61900-Shady-Pine-Rd-Lacombe-LA-70445/96143140_zpid/
1500 Michigan Ave,Metairie,LA,70062,29.992142,-90.23015,3.0,$330000.0,4 days on Zillow,https://www.zillow.com/homedetails/1500-Michigan-Ave-Metairie-LA-70062/73750770_zpid/
7004 Beau Darren Dr,Baton Rouge,LA,70817,30.38798,-91.00597,4.0,$317500.0,"$2,500 (Feb 17)",https://www.zillow.com/homedetails/7004-Beau-Darren-Dr-Baton-Rouge-LA-70817/66799530_zpid/
2427 Peniston St,New Orleans,LA,70115,29.93542,-90.09756,4.0,$379000.0,12 days on Zillow,https://www.zillow.com/homedetails/2427-Peniston-St-New-Orleans-LA-70115/149073539_zpid/
25 Woodvine Ct,Covington,LA,70433,30.419556,-90.08917,3.0,$469900.0,6 days on Zillow,https://www.zillow.com/homedetails/25-Woodvine-Ct-Covington-LA-70433/96161047_zpid/
9891 E Williams St #2,Rodessa,LA,71069,32.969788,-93.99523,3.0,$25000.0,12 hours ago,https://www.zillow.com/homedetails/9891-E-Williams-St-2-Rodessa-LA-71069/2059083196_zpid/
321 Madison Crossing Dr,Sulphur,LA,70665,30.204998,-93.37043,4.0,$230000.0,"$10,000 (Feb 10)",https://www.zillow.com/homedetails/321-Madison-Crossing-Dr-Sulphur-LA-70665/2061290580_zpid/
222 Ja Don Dr,Houma,LA,70363,29.538242,-90.60719,5.0,$225000.0,8 days on Zillow,https://www.zillow.com/homedetails/222-Ja-Don-Dr-Houma-LA-70363/77762336_zpid/
1212 Kent Ave,Metairie,LA,70001,29.987001,-90.19239,3.0,$309000.0,3 days on Zillow,https://www.zillow.com/homedetails/1212-Kent-Ave-Metairie-LA-70001/73730981_zpid/
4936 Coliseum St,New Orleans,LA,70115,29.92299,-90.108795,4.0,$550000.0,Open: Wed. 11am-1pm,https://www.zillow.com/homedetails/4936-Coliseum-St-New-Orleans-LA-70115/73841243_zpid/
1109 N 3rd St,Monroe,LA,71201,32.51213,-92.12378,3.0,$200000.0,3D Tour,https://www.zillow.com/homedetails/1109-N-3rd-St-Monroe-LA-71201/92511967_zpid/
412 Highland Dr,Houma,LA,70364,29.611694,-90.73746,4.0,$258500.0,"$6,500 (Feb 1)",https://www.zillow.com/homedetails/412-Highland-Dr-Houma-LA-70364/77749942_zpid/
2898 E Linton Rd,Benton,LA,71006,32.69633,-93.656006,3.0,$327000.0,"$1,000 (Feb 17)",https://www.zillow.com/homedetails/2898-E-Linton-Rd-Benton-LA-71006/109785872_zpid/
2004 N 3rd St,Monroe,LA,71201,32.520027,-92.130066,3.0,$185000.0,4 days on Zillow,https://www.zillow.com/homedetails/2004-N-3rd-St-Monroe-LA-71201/92474981_zpid/
4655 Hollywood St,Baton Rouge,LA,70805,30.494719,-91.15638,5.0,$189000.0,6 days on Zillow,https://www.zillow.com/homedetails/4655-Hollywood-St-Baton-Rouge-LA-70805/66249342_zpid/
4081 Cypress Clear Ct,Zachary,LA,70791,30.648754,-91.18714,4.0,$282000.0,11 days on Zillow,https://www.zillow.com/homedetails/4081-Cypress-Clear-Ct-Zachary-LA-70791/66383803_zpid/
1549 Philip St #A,New Orleans,LA,70130,29.932945,-90.080894,2.0,$350000.0,20 hours ago,https://www.zillow.com/homedetails/1549-Philip-St-A-New-Orleans-LA-70130/2118292761_zpid/
10621 Browning Dr,Baton Rouge,LA,70815,30.441322,-91.06794,4.0,$350000.0,47 days on Zillow,https://www.zillow.com/homedetails/10621-Browning-Dr-Baton-Rouge-LA-70815/66309906_zpid/
105 Club House Cir,Benton,LA,71006,32.657707,-93.71827,4.0,$349900.0,5 days on Zillow,https://www.zillow.com/homedetails/105-Club-House-Cir-Benton-LA-71006/109828286_zpid/
127 Breaker Dr,Cameron,LA,70631,29.757416,-93.59605,5.0,$530000.0,31 days on Zillow,https://www.zillow.com/homedetails/127-Breaker-Dr-Cameron-LA-70631/194538162_zpid/
257 L C Vizena Rd,Oberlin,LA,70655,30.61513,-92.74339,5.0,$29900.0,99 days on Zillow,https://www.zillow.com/homedetails/257-L-C-Vizena-Rd-Oberlin-LA-70655/2060721057_zpid/
